"","video_id","trending_date","channel_title","category_id","views","likes","dislikes","comment_count","comments_disabled","ratings_disabled","video_error_or_removed","hour","publish_date","trending_day","tag_count","tag_count_fac","weekend","weekend_fac","hour_fac","category","assignable"
"785","npCluN5VHF0",2017-12-01,"Lucy Moon",22,41869,2925,36,408,"False","False","False",19,2017-11-26,3,18,2,"Sunday",1,1,"People & Blogs",TRUE
"786","hGoQ44SfV-c",2017-12-01,"ELLEUKTV",26,714359,9635,808,2025,"False","False","False",11,2017-11-24,7,12,2,"Friday",0,0,"Howto & Style",TRUE
"787","aobdrJr6UaE",2017-12-01,"Ingrid Nilsen",26,123804,4136,463,519,"False","False","False",20,2017-11-25,6,15,2,"Saturday",1,1,"Howto & Style",TRUE
"788","mUcUy7SqdS0",2017-12-01,"Applied Science",28,79154,4936,45,550,"False","False","False",1,2017-11-26,3,2,1,"Sunday",1,0,"Science & Technology",TRUE
"789","2UPIKvHp_m8",2017-12-01,"AFP news agency",25,4040,19,3,0,"False","False","False",16,2017-11-26,4,14,2,"Sunday",1,1,"News & Politics",TRUE
"790","LgmxMuW6Fsc",2017-12-01,"OK Go",10,7967275,91200,4803,5805,"False","False","False",20,2017-11-23,7,13,2,"Thursday",0,1,"Music",TRUE
"791","Upems4CB_ps",2017-12-01,"MrNorrisVideos",20,127640,696,52,233,"False","False","False",22,2011-11-20,2,38,4,"Sunday",1,1,"Gaming",TRUE
"792","VQdKe6_3PAU",2017-12-01,"Butch Hartman",1,145560,5114,232,670,"False","False","False",2,2017-11-25,6,44,4,"Saturday",1,0,"Film & Animation",TRUE
"793","iLN0_ghe-Tc",2017-12-01,"geicocaveman2012",24,177098,637,26,72,"False","False","False",22,2012-03-24,3,3,1,"Saturday",1,1,"Entertainment",TRUE
"794","BGk6_KEFtLE",2017-12-01,"Maker's Box",28,8924,48,2,3,"False","False","False",6,2017-11-19,3,13,2,"Sunday",1,0,"Science & Technology",TRUE
"795","4sXyLTk0IAQ",2017-12-01,"Anew Start",23,443969,4783,157,721,"False","False","False",16,2017-11-24,6,26,3,"Friday",0,1,"Comedy",TRUE
"796","5WUDfviiKRE",2017-12-01,"Tina Nguyen",27,22695,108,312,203,"False","False","False",4,2011-03-01,5,39,4,"Tuesday",0,0,"Education",TRUE
"797","2nshBD9EbxE",2017-12-01,"I Like To Make Stuff",26,1547962,37947,763,1827,"False","False","False",16,2017-11-23,4,32,4,"Thursday",0,1,"Howto & Style",TRUE
"798","JcC5VGOx8I8",2017-12-01,"CalumScottVEVO",10,1728219,80272,425,1846,"False","False","False",0,2017-11-24,4,51,4,"Friday",0,1,"Music",TRUE
"799","7QLZXfVJmEY",2017-12-01,"shurap",28,86721,3020,38,280,"False","False","False",18,2017-11-24,3,31,4,"Friday",0,1,"Science & Technology",TRUE
"800","jLZuaFZWa7A",2017-12-01,"WWE",17,746691,19242,961,3050,"False","False","False",20,2017-11-24,6,15,2,"Friday",0,1,"Sports",TRUE
"801","zJUtRGrvkqM",2017-12-02,"The View",25,279827,3595,2770,3266,"False","False","False",16,2017-12-01,1,1,1,"Friday",0,1,"News & Politics",TRUE
"802","8kFnLQySIzU",2017-12-02,"Jimmy Kimmel Live",24,856874,13695,1005,1791,"False","False","False",5,2017-12-01,1,5,1,"Friday",0,0,"Entertainment",TRUE
"803","tNla9nyRMmQ",2017-12-02,"Vox",25,709836,29399,2180,5118,"False","False","False",13,2017-11-30,1,8,1,"Thursday",0,1,"News & Politics",TRUE
"804","9fe3ECuYWlI",2017-12-02,"BuzzFeedVideo",22,225107,5466,468,999,"False","False","False",1,2017-12-01,1,2,1,"Friday",0,0,"People & Blogs",TRUE
"805","SYVSeH6sYYU",2017-12-02,"NBA",17,76802,1837,38,85,"False","False","False",0,2017-12-01,1,16,2,"Friday",0,1,"Sports",TRUE
"806","UKKYt6fWob8",2017-12-02,"CNN",25,6084,203,70,200,"False","False","False",12,2017-12-01,1,8,1,"Friday",0,0,"News & Politics",TRUE
"807","51tc6o12uqA",2017-12-02,"HiHo Kids",22,162834,5691,29,680,"False","False","False",13,2017-11-29,1,34,4,"Wednesday",0,1,"People & Blogs",TRUE
"808","-1yT-K3c6YI",2017-12-02,"Molly Burke",22,231341,7734,212,846,"False","False","False",18,2017-11-28,4,20,3,"Tuesday",0,1,"People & Blogs",TRUE
"809","XvHgyZYz2LY",2017-12-02,"Refinery29",26,22302,930,19,66,"False","False","False",16,2017-11-29,3,8,1,"Wednesday",0,1,"Howto & Style",TRUE
"810","FA_gIAGNDQ8",2017-12-02,"Business Insider",25,65990,1265,55,293,"False","False","False",0,2017-11-29,3,19,2,"Wednesday",0,1,"News & Politics",TRUE
"811","be3BHwNi58A",2017-12-02,"BBC News",25,61931,477,133,362,"False","False","False",16,2017-11-28,1,26,3,"Tuesday",0,1,"News & Politics",TRUE
"812","H-kKZujl8CI",2017-12-02,"Guardian News",25,520636,1005,395,261,"False","False","False",13,2017-11-26,6,19,2,"Sunday",1,1,"News & Politics",TRUE
"813","dcZY7uG-mn4",2017-12-02,"BuzzFeed Nifty",26,21416,660,13,38,"False","False","False",18,2017-11-28,2,38,4,"Tuesday",0,1,"Howto & Style",TRUE
"814","lDyHwwSMRmM",2017-12-02,"FoxSearchlight",1,349743,38,2,3,"False","False","False",21,2017-11-28,2,12,2,"Tuesday",0,1,"Film & Animation",TRUE
"815","bkwLxcfcKTY",2017-12-02,"The Scran Line",26,49313,2466,74,291,"False","False","False",14,2017-11-27,5,20,3,"Monday",0,1,"Howto & Style",TRUE
"816","qLoqdxFqT9A",2017-12-02,"Charles Chan",1,12515,30,7,4,"False","False","False",23,2017-03-21,1,15,2,"Tuesday",0,1,"Film & Animation",TRUE
"817","X26e3rK5SSM",2017-12-02,"Cam'ron",10,980944,8335,2517,5304,"False","False","False",3,2017-11-26,5,34,4,"Sunday",1,0,"Music",TRUE
"818","AV5TOlGFHk0",2017-12-02,"The Deal Guy",28,145213,4314,435,3769,"False","False","False",16,2017-11-26,5,12,2,"Sunday",1,1,"Science & Technology",TRUE
"819","rRhzbPW3gzw",2017-12-02,"DraftExpress",17,1952,14,1,2,"False","False","False",17,2017-11-28,2,16,2,"Tuesday",0,1,"Sports",TRUE
"820","VKW64fQwzRc",2017-12-02,"CFL Insider",17,53812,423,34,324,"False","False","False",11,2017-11-27,5,5,1,"Monday",0,0,"Sports",TRUE
"821","JANApS0P4z8",2017-12-02,"Casually Explained",23,2952730,117504,4117,7050,"False","False","False",15,2017-11-25,7,19,2,"Saturday",1,1,"Comedy",TRUE
"822","aQzai9oXb-g",2017-12-02,"clothesencounters",26,464544,17398,304,1077,"False","False","False",22,2017-11-26,5,21,3,"Sunday",1,1,"Howto & Style",TRUE
"823","qXivpclxftM",2017-12-02,"JonTronShow",23,3558563,221868,4678,26660,"False","False","False",19,2017-11-25,6,11,2,"Saturday",1,1,"Comedy",TRUE
"824","8pffcngJJq0",2017-12-02,"West Midlands Police",25,933117,514,127,0,"True","False","False",10,2017-11-26,5,37,4,"Sunday",1,0,"News & Politics",TRUE
"825","Bzji05zubSc",2017-12-02,"Miss Universe",24,737415,4136,393,1314,"False","False","False",3,2017-11-26,6,2,1,"Sunday",1,0,"Entertainment",TRUE
"826","iA5u80nS1PQ",2017-12-02,"Dorkly",23,1339398,39094,1471,3810,"False","False","False",20,2017-11-25,6,18,2,"Saturday",1,1,"Comedy",TRUE
"827","hQlXLdZtX6s",2017-12-02,"Chriselle Lim",26,36110,1419,126,77,"False","False","False",17,2017-11-27,3,9,1,"Monday",0,1,"Howto & Style",TRUE
"828","fRFCXQ3HgdY",2017-12-02,"FOX Sports",17,176838,1069,111,416,"False","False","False",21,2017-11-25,4,38,4,"Saturday",1,1,"Sports",TRUE
"829","eu6hJx1L9IU",2017-12-02,"Science vs Cinema",1,6320,90,8,15,"False","False","False",19,2017-11-27,1,40,4,"Monday",0,1,"Film & Animation",TRUE
"830","CzCfd0eaWoA",2017-12-02,"ThreadBanger",26,1361969,90736,1102,8234,"False","False","False",19,2017-11-25,7,6,1,"Saturday",1,1,"Howto & Style",TRUE
"831","VSJ0STT8JRw",2017-12-02,"CollegeHumor",23,768647,26303,841,2316,"False","False","False",17,2017-11-25,6,13,2,"Saturday",1,1,"Comedy",TRUE
"832","2iC9IGKIP50",2017-12-03,"Jimmy Kimmel Live",24,264632,4901,81,487,"False","False","False",8,2017-12-02,1,36,4,"Saturday",1,0,"Entertainment",TRUE
"833","e5N_Tq1EtRQ",2017-12-03,"Netflix",24,413615,6413,104,586,"False","False","False",14,2017-12-01,2,10,1,"Friday",0,1,"Entertainment",TRUE
"834","YL9sNrOlK-I",2017-12-03,"Red Bull",17,3027415,31069,614,2060,"False","False","False",16,2017-11-28,5,15,2,"Tuesday",0,1,"Sports",TRUE
"835","LeWtF5y9-6Q",2017-12-03,"Cracked",23,434727,10366,313,814,"False","False","False",17,2017-11-28,5,49,4,"Tuesday",0,1,"Comedy",TRUE
"836","RxzZ_OXQApM",2017-12-03,"Maggie Smith Kühn",10,3411,41,0,8,"False","False","False",20,2017-11-28,1,27,3,"Tuesday",0,1,"Music",TRUE
"837","WLagbArQsuE",2017-12-03,"ImagineDragonsVEVO",10,657286,30831,354,1679,"False","False","False",19,2017-11-27,5,13,2,"Monday",0,1,"Music",TRUE
"838","f3uZxD39awA",2017-12-03,"The View",24,502681,2699,1854,2193,"False","False","False",16,2017-11-27,5,32,4,"Monday",0,1,"Entertainment",TRUE
"839","QssLKnUk6pg",2017-12-03,"The Real Daytime",24,249973,4414,180,491,"False","False","False",17,2017-11-27,6,39,4,"Monday",0,1,"Entertainment",TRUE
"840","Wfoy_OvNDvw",2017-12-03,"NASA",28,45561,1847,56,12,"False","False","False",20,2017-11-28,3,25,3,"Tuesday",0,1,"Science & Technology",TRUE
"841","o7OwzKm8aa0",2017-12-03,"AnthonyPadilla",23,302703,22861,447,1896,"False","False","False",18,2017-11-27,6,15,2,"Monday",0,1,"Comedy",TRUE
"842","9QkNE2m4ZDM",2017-12-03,"David Jardine",23,39210,452,17,71,"False","False","False",0,2017-11-29,4,38,4,"Wednesday",0,1,"Comedy",TRUE
"843","w_b63zETbSs",2017-12-03,"Steve TV Show",24,54208,462,98,70,"False","False","False",6,2017-11-28,5,11,2,"Tuesday",0,0,"Entertainment",TRUE
"844","al0lGtRpO5M",2017-12-03,"Darren Criss",10,71849,7625,25,1480,"False","False","False",17,2017-11-28,5,30,4,"Tuesday",0,1,"Music",TRUE
"845","Wzvr_rtI82w",2017-12-03,"Marques Brownlee",28,1316758,147250,1028,39190,"False","False","False",0,2017-11-28,5,7,1,"Tuesday",0,1,"Science & Technology",TRUE
"846","sOIBkZsGb0A",2017-12-03,"Just Between Us",23,168118,5670,399,614,"False","False","False",16,2017-11-27,6,36,4,"Monday",0,1,"Comedy",TRUE
"847","yF_EbNjQq3E",2017-12-03,"legofreedom1",10,23082,556,3,72,"False","False","False",5,2017-11-28,5,18,2,"Tuesday",0,0,"Music",TRUE
"848","S2Cq_TpNXoQ",2017-12-03,"The Verge",28,122477,3997,204,431,"False","False","False",14,2017-11-28,5,17,2,"Tuesday",0,1,"Science & Technology",TRUE
"849","515lLZS082U",2017-12-03,"Pitch Perfect",24,4046720,68563,3222,3700,"False","False","False",3,2017-11-27,7,6,1,"Monday",0,0,"Entertainment",TRUE
"850","KrxDhokzEv4",2017-12-03,"JerryRigEverything",26,759274,24368,837,4077,"False","False","False",15,2017-11-27,6,22,3,"Monday",0,1,"Howto & Style",TRUE
"851","Fq0cNEAbsJE",2017-12-03,"Flash Rahbbit",24,7436,170,8,59,"False","False","False",3,2017-11-29,2,4,1,"Wednesday",0,0,"Entertainment",TRUE
"852","VXFQWu55vO8",2017-12-03,"Sara Dietschy",1,58301,2351,170,625,"False","False","False",2,2017-11-28,5,12,2,"Tuesday",0,0,"Film & Animation",TRUE
"853","2fGXDFiFBhg",2017-12-03,"Unbox Therapy",28,5068126,206489,18261,51847,"False","False","False",15,2017-11-26,6,11,2,"Sunday",1,1,"Science & Technology",TRUE
"854","_feQprPLL98",2017-12-03,"HQVideoDude",10,186722,9773,41,422,"False","False","False",11,2017-11-28,5,62,4,"Tuesday",0,0,"Music",TRUE
"855","oBVr0nUC5AA",2017-12-03,"Loudwire",10,24491,734,24,300,"False","False","False",16,2017-11-28,5,22,3,"Tuesday",0,1,"Music",TRUE
"856","lD0etN63KCg",2017-12-03,"Rainsford",10,7746,203,20,27,"False","False","False",19,2017-11-28,4,8,1,"Tuesday",0,1,"Music",TRUE
"857","J0VUaYYK-zk",2017-12-03,"The Cuddle Squad",23,50593,835,85,50,"False","False","False",18,2017-11-27,4,40,4,"Monday",0,1,"Comedy",TRUE
"858","rtJ7JTApIfM",2017-12-03,"Teen Vogue",25,16361,1032,184,300,"False","False","False",10,2017-11-28,5,25,3,"Tuesday",0,0,"News & Politics",TRUE
"859","B450jhJ5vHg",2017-12-03,"Apple Support",28,7952,126,8,9,"False","False","False",17,2017-11-27,3,27,3,"Monday",0,1,"Science & Technology",TRUE
"860","KWn4JmiM2pM",2017-12-03,"Billboard News",10,4010,83,13,94,"False","False","False",14,2017-11-28,4,50,4,"Tuesday",0,1,"Music",TRUE
"861","aLSG3178eD4",2017-12-03,"Define American",29,2093,0,0,0,"True","True","False",13,2017-11-28,4,27,3,"Tuesday",0,1,"Nonprofits & Activism",TRUE
"862","RQOgG4MLh1I",2017-12-03,"The X Factor UK",24,1201905,32974,273,0,"True","False","False",21,2017-11-26,6,17,2,"Sunday",1,1,"Entertainment",TRUE
"863","f9psILoYmCc",2017-12-03,"NZPoliceRecruitment",25,965328,20934,699,64,"False","False","False",4,2017-11-26,6,45,4,"Sunday",1,0,"News & Politics",TRUE
"864","Ort8rZdpoXo",2017-12-03,"Technomanila",24,38600,140,90,519,"False","False","False",3,2017-11-27,6,33,4,"Monday",0,0,"Entertainment",TRUE
"865","m7CtnR47w20",2017-12-03,"ElectroBOOM",28,311117,19172,255,1698,"False","False","False",17,2017-11-27,6,28,3,"Monday",0,1,"Science & Technology",TRUE
"866","H9wMNxbQM-4",2017-12-04,"Saturday Night Live",24,2798497,33819,6632,6687,"False","False","False",5,2017-12-03,2,18,2,"Sunday",1,0,"Entertainment",TRUE
"867","0KFC9dZ7bxU",2017-12-04,"TheJuicyJVEVO",10,691515,11187,5868,3069,"False","False","False",13,2017-12-01,3,23,3,"Friday",0,1,"Music",TRUE
"868","-py2awmME8s",2017-12-04,"Star Wars",24,430232,15929,198,1128,"False","False","False",17,2017-12-02,2,34,4,"Saturday",1,1,"Entertainment",TRUE
"869","Mqaobr6w6_I",2017-12-04,"Vox",25,554069,20165,327,794,"False","False","False",14,2017-12-01,2,27,3,"Friday",0,1,"News & Politics",TRUE
"870","OZqsFkJpvj0",2017-12-04,"TheEllenShow",24,1388010,31247,540,956,"False","False","False",14,2017-12-01,3,48,4,"Friday",0,1,"Entertainment",TRUE
"871","PWrsHhAuVZg",2017-12-04,"John Campea",24,30469,1024,69,586,"False","False","False",17,2017-12-02,1,30,4,"Saturday",1,1,"Entertainment",TRUE
"872","Em9EI37Yy9g",2017-12-04,"NFL",17,1240044,10335,683,2883,"False","False","False",4,2017-12-01,3,9,1,"Friday",0,0,"Sports",TRUE
"873","SsmgtO1zAhg",2017-12-04,"Cracked",23,85372,2322,326,350,"False","False","False",17,2017-12-01,1,14,2,"Friday",0,1,"Comedy",TRUE
"874","uLY6Nypmk1A",2017-12-04,"kmichelle",10,132872,6937,246,789,"False","False","False",5,2017-12-01,2,29,3,"Friday",0,0,"Music",TRUE
"875","wG7byaLSmFU",2017-12-04,"Life Noggin",27,256786,10439,108,1692,"False","False","False",14,2017-11-30,1,43,4,"Thursday",0,1,"Education",TRUE
"876","h5XzGyjEkkc",2017-12-04,"The Dodo",15,4623012,92059,2133,14031,"False","False","False",0,2017-11-30,4,11,2,"Thursday",0,1,"Pets & Animals",TRUE
"877","kehML-RAkd4",2017-12-04,"Simply Nailogical",24,1790918,90425,768,9000,"False","False","False",21,2017-11-29,4,2,1,"Wednesday",0,1,"Entertainment",TRUE
"878","0nybdPCuvRI",2017-12-04,"ESPN",17,700096,3202,271,1279,"False","False","False",2,2017-11-29,5,47,4,"Wednesday",0,0,"Sports",TRUE
"879","8bKKVuZA0ys",2017-12-04,"Refinery29",26,27945,736,33,97,"False","False","False",16,2017-11-30,2,32,4,"Thursday",0,1,"Howto & Style",TRUE
"880","UXm1xHECZu0",2017-12-04,"Mike Boyd",24,406960,27175,150,2350,"False","False","False",13,2017-11-28,6,12,2,"Tuesday",0,1,"Entertainment",TRUE
"881","IbVR4kzVQrk",2017-12-04,"Watch What Happens Live with Andy Cohen",24,114696,731,130,162,"False","False","False",4,2017-11-28,5,13,2,"Tuesday",0,0,"Entertainment",TRUE
"882","JdrdNQfZoqs",2017-12-04,"Skelly Robot",22,4767,90,1,4,"False","False","False",16,2017-11-23,1,11,2,"Thursday",0,1,"People & Blogs",TRUE
"883","L34y5NGMQBY",2017-12-04,"Entertainment Tonight",24,11661,477,11,109,"False","False","False",20,2017-11-29,5,11,2,"Wednesday",0,1,"Entertainment",TRUE
"884","NyNtWpDnT0Y",2017-12-04,"Ross Kempsell",23,3052,7,39,0,"True","False","False",11,2017-11-30,2,21,3,"Thursday",0,0,"Comedy",TRUE
"885","lRdsL1z7Ml4",2017-12-04,"POPSUGAR",26,344534,4511,40,433,"False","False","False",19,2017-11-27,4,36,4,"Monday",0,1,"Howto & Style",TRUE
"886","UVaeRX9LybU",2017-12-04,"Ellie and Jared",22,1161776,60228,1976,11940,"False","False","False",17,2017-11-27,7,8,1,"Monday",0,1,"People & Blogs",TRUE
"887","lQ9EpoaNQRc",2017-12-04,"SiriusXM",25,49017,375,1,38,"False","False","False",16,2017-11-28,6,6,1,"Tuesday",0,1,"News & Politics",TRUE
"888","sw7RElt-SvE",2017-12-04,"Warner Bros. Pictures",24,110360,2054,94,198,"False","False","False",17,2017-11-28,6,5,1,"Tuesday",0,1,"Entertainment",TRUE
"889","Fjm81OPZbpU",2017-12-04,"MiguelVEVO",10,955104,32845,425,1728,"False","False","False",5,2017-11-27,6,24,3,"Monday",0,0,"Music",TRUE
"890","EP5ExDvQ3p4",2017-12-04,"ColliderVideos",24,76956,2269,108,736,"False","False","False",18,2017-11-28,5,20,3,"Tuesday",0,1,"Entertainment",TRUE
"891","NKin_i1pcFA",2017-12-04,"Doug DeMuro",2,1457307,29851,1032,7918,"False","False","False",17,2017-11-27,7,19,2,"Monday",0,1,"Autos & Vehicles",TRUE
"892","piyds9slayg",2017-12-04,"Feelunique",26,19976,174,4,8,"False","False","False",11,2017-03-28,5,30,4,"Tuesday",0,0,"Howto & Style",TRUE
"893","e5IRkF20JmU",2017-12-04,"Wassabi Productions",24,478259,27027,531,10424,"False","False","False",23,2017-11-27,6,21,3,"Monday",0,1,"Entertainment",TRUE
"894","w2A8q3XIhu0",2017-12-04,"Tom Scott",27,556475,23837,275,1322,"False","False","False",16,2017-11-27,7,8,1,"Monday",0,1,"Education",TRUE
"895","aliDVYH08pg",2017-12-04,"Simon's Cat",15,239592,7742,203,436,"False","False","False",15,2017-11-28,6,56,4,"Tuesday",0,1,"Pets & Animals",TRUE
"896","6tiphMs-dCY",2017-12-04,"Hannah Stocking",23,1970963,68401,1793,2334,"False","False","False",18,2017-11-27,6,5,1,"Monday",0,1,"Comedy",TRUE
"897","XAzqBDFs418",2017-12-04,"Rudy Mancuso",23,1752883,137210,1198,6341,"False","False","False",21,2017-11-27,7,6,1,"Monday",0,1,"Comedy",TRUE
"898","4iN6uiOsCr0",2017-12-04,"ANDREW HUANG",10,96082,5724,42,3117,"False","False","False",20,2017-11-28,6,29,3,"Tuesday",0,1,"Music",TRUE
"899","Em8C6AvD4sk",2017-12-04,"The New Yorker",24,54141,491,49,79,"False","False","False",17,2017-11-28,5,18,2,"Tuesday",0,1,"Entertainment",TRUE
"900","2omJBSQcm5g",2017-12-04,"H&M",24,534291,4993,181,0,"True","False","False",6,2017-11-28,6,15,2,"Tuesday",0,0,"Entertainment",TRUE
"901","xl3HhY2BTuU",2017-12-05,"NFL",17,1270477,12058,620,6865,"False","False","False",4,2017-12-04,1,33,4,"Monday",0,0,"Sports",TRUE
"902","xejjA2AFO5I",2017-12-05,"Netflix",24,433758,5407,108,724,"False","False","False",11,2017-12-03,2,13,2,"Sunday",1,0,"Entertainment",TRUE
"903","JR4oPuV3CWg",2017-12-05,"Cracked",23,239226,6932,341,454,"False","False","False",17,2017-12-03,1,21,3,"Sunday",1,1,"Comedy",TRUE
"904","JgByDCdtNE8",2017-12-05,"TheEllenShow",24,174569,5616,74,497,"False","False","False",15,2017-12-04,1,10,1,"Monday",0,1,"Entertainment",TRUE
"905","A34O0pCAQ60",2017-12-05,"ESPN",17,47614,358,30,457,"False","False","False",20,2017-12-03,1,35,4,"Sunday",1,1,"Sports",TRUE
"906","oFBuCp19L7M",2017-12-05,"Jimmy Kimmel Live",24,1127924,18949,437,1648,"False","False","False",8,2017-12-02,2,20,3,"Saturday",1,0,"Entertainment",TRUE
"907","B9127l-xpdE",2017-12-05,"NBA",17,153186,1395,72,185,"False","False","False",14,2017-12-02,3,16,2,"Saturday",1,1,"Sports",TRUE
"908","uFUHjJQIC_4",2017-12-05,"Red Bull",17,232142,6604,127,500,"False","False","False",19,2017-12-02,2,33,4,"Saturday",1,1,"Sports",TRUE
"909","gob0unzEdRw",2017-12-05,"The Late Show with Stephen Colbert",24,1778470,18940,7048,4306,"False","False","False",8,2017-12-01,4,6,1,"Friday",0,0,"Entertainment",TRUE
"910","2HboMs0vbsE",2017-12-05,"Mnet K-POP",24,3747210,244559,5835,13636,"False","False","False",14,2017-12-01,4,7,1,"Friday",0,1,"Entertainment",TRUE
"911","XbuQAbG2AZ0",2017-12-05,"The New York Times",25,868868,21005,988,2543,"False","False","False",14,2017-11-30,5,30,4,"Thursday",0,1,"News & Politics",TRUE
"912","tuONqBMf3XA",2017-12-05,"First We Feast",26,838549,24953,1469,4582,"False","False","False",16,2017-11-30,5,34,4,"Thursday",0,1,"Howto & Style",TRUE
"913","fLwKs5yslSU",2017-12-05,"IISuperwomanII",23,2089947,167197,1432,8576,"False","False","False",21,2017-11-30,5,19,2,"Thursday",0,1,"Comedy",TRUE
"914","TsT5GLWgSkU",2017-12-05,"jacksfilms",23,1008131,83790,2884,5274,"False","False","False",23,2017-11-29,5,34,4,"Wednesday",0,1,"Comedy",TRUE
"915","K7NE3nfdkgg",2017-12-05,"Itzztonytony",23,339306,528,39,50,"False","False","False",0,2014-02-24,2,14,2,"Monday",0,1,"Comedy",TRUE
"916","Fh3zmz7Ravw",2017-12-05,"The Tonight Show Starring Jimmy Fallon",23,639815,10947,347,765,"False","False","False",4,2017-11-30,5,3,1,"Thursday",0,0,"Comedy",TRUE
"917","pJ96Z2PPKI8",2017-12-05,"The Voice",24,1212650,22522,920,1447,"False","False","False",2,2017-11-29,7,5,1,"Wednesday",0,0,"Entertainment",TRUE
"918","Z9cB0TjfIkM",2017-12-05,"Screen Junkies",1,2109158,61175,1042,5289,"False","False","False",18,2017-11-28,7,29,3,"Tuesday",0,1,"Film & Animation",TRUE
"919","NqntFonA2iY",2017-12-05,"Variety",24,657337,3014,7706,3313,"False","False","False",19,2017-11-28,7,35,4,"Tuesday",0,1,"Entertainment",TRUE
"920","a8gzChJsvEo",2017-12-05,"CinemaSins",1,1789817,38476,3328,6570,"False","False","False",17,2017-11-28,7,7,1,"Tuesday",0,1,"Film & Animation",TRUE
"921","ri1m5j_yq8A",2017-12-05,"The Royal Family Channel",25,243470,1665,59,297,"False","False","False",17,2017-11-29,5,31,4,"Wednesday",0,1,"News & Politics",TRUE
"922","LYX7CnSiBSM",2017-12-05,"Tasty",22,333820,14082,229,753,"False","False","False",2,2017-11-29,6,12,2,"Wednesday",0,0,"People & Blogs",TRUE
"923","CXK3OiDgymo",2017-12-05,"Klossy",22,758192,26629,282,823,"False","False","False",0,2017-11-29,6,3,1,"Wednesday",0,1,"People & Blogs",TRUE
"924","_KEN-cxmGw8",2017-12-05,"Mashable Daily",2,1108618,9984,1327,2639,"False","False","False",19,2017-11-28,6,16,2,"Tuesday",0,1,"Autos & Vehicles",TRUE
"925","fy5hua8oEVQ",2017-12-05,"NitroV2",1,134146,1515,113,571,"False","False","False",3,2017-11-29,6,20,3,"Wednesday",0,0,"Film & Animation",TRUE
"926","4SvJgnhnUag",2017-12-05,"INSIDER",26,20545,550,2,82,"False","False","False",16,2017-11-30,5,14,2,"Thursday",0,1,"Howto & Style",TRUE
"927","1vc1cKeor5A",2017-12-05,"Andre Black Nerd",1,70177,3109,62,651,"False","False","False",23,2017-11-28,6,10,1,"Tuesday",0,1,"Film & Animation",TRUE
"928","TNRrY8m71u4",2017-12-05,"TiffyQuake",26,93451,3484,43,566,"False","False","False",3,2017-11-29,6,17,2,"Wednesday",0,0,"Howto & Style",TRUE
"929","xe8Id7pDNOM",2017-12-05,"William Osman",28,322376,12291,261,2955,"False","False","False",14,2017-11-28,7,8,1,"Tuesday",0,1,"Science & Technology",TRUE
"930","Ah7ldw_WmtE",2017-12-05,"ExplosmEntertainment",23,647516,33556,572,1472,"False","False","False",6,2017-11-28,5,18,2,"Tuesday",0,0,"Comedy",TRUE
"931","8rWuGBPA7bE",2017-12-05,"ViralHog",15,605918,5565,136,402,"False","False","False",20,2017-11-27,7,26,3,"Monday",0,1,"Pets & Animals",TRUE
"932","CVPp5FtQN8E",2017-12-05,"Pies Are Awesome",26,2082,20,0,5,"False","False","False",0,2017-11-30,3,4,1,"Thursday",0,1,"Howto & Style",TRUE
"933","exYLX9xGoyo",2017-12-05,"Rosanna Pansino",26,652798,30378,284,5377,"False","False","False",14,2017-11-28,7,22,3,"Tuesday",0,1,"Howto & Style",TRUE
"934","Tn5OBFgiExQ",2017-12-05,"razzark666",24,52164,218,8,31,"False","False","False",23,2012-01-02,2,21,3,"Monday",0,1,"Entertainment",TRUE
"935","BGtsTNCMrQI",2017-12-05,"Facelesstech",20,1375,2,0,3,"False","False","False",19,2017-11-25,3,40,4,"Saturday",1,1,"Gaming",TRUE
"936","QgaYsdnOMiM",2017-12-05,"How To Cake It",26,640849,25613,310,2609,"False","False","False",16,2017-11-28,7,14,2,"Tuesday",0,1,"Howto & Style",TRUE
"937","LqF3QRp3VCE",2017-12-05,"Good Morning America",24,423039,6332,244,1321,"False","False","False",15,2017-11-28,7,19,2,"Tuesday",0,1,"Entertainment",TRUE
"938","5qxqo2CQakA",2017-12-05,"Smosh",23,1429023,33689,8370,3057,"False","False","False",17,2017-11-27,8,19,2,"Monday",0,1,"Comedy",TRUE
"939","3MA_64gyaA0",2017-12-05,"Grandpa Kitchen",26,607415,19893,458,2263,"False","False","False",20,2017-11-28,7,10,1,"Tuesday",0,1,"Howto & Style",TRUE
"940","xegUPsJaUKc",2017-12-05,"Grace Helbig",22,113748,7451,109,435,"False","False","False",18,2017-11-29,6,28,3,"Wednesday",0,1,"People & Blogs",TRUE
"941","dQLlS4l1UJk",2017-12-05,"Galantis",10,380031,17639,274,927,"False","False","False",15,2017-11-28,5,12,2,"Tuesday",0,1,"Music",TRUE
"942","W8_T7MMywcs",2017-12-05,"ScreenJunkies News",24,64214,1795,46,257,"False","False","False",18,2017-11-28,6,37,4,"Tuesday",0,1,"Entertainment",TRUE
"943","UqItlHUSN-4",2017-12-05,"PTXofficial",10,3513086,118784,3594,11060,"False","False","False",15,2017-11-27,8,29,3,"Monday",0,1,"Music",TRUE
"944","uZ1M3DkKCEI",2017-12-05,"PitbullVEVO",10,6877412,208531,11055,14351,"False","False","False",14,2017-11-27,8,39,4,"Monday",0,1,"Music",TRUE
